input, executionTime
11,0.0009007453918457031
111,0.004897117614746094
1111,0.009434700012207031
11111,0.016921043395996094
111111,0.02980494499206543
1111111,0.055542945861816406
11111111,0.11226296424865723
111111111,0.23961186408996582
1111111111,0.3744523525238037
11111111111,0.8839490413665771
111111111111,2.800434112548828
1111111111111,10.330981969833374
11111111111111,40.53269696235657
111111111111111,124.06437110900879
